Temperatura,Personas,Electrodomesticos,Consumo_kWh
20.17427902489887,4.0,16.0,54.548878681281906
14.257545768599076,1.0,8.0,30.572598148785534
21.773977708459018,3.0,9.0,46.333314074564434
7.047784871759973,3.0,6.0,25.202779500945294
15.76028360672783,3.0,12.0,38.999817799229085
17.382776652777686,5.0,11.0,49.760508436405864
28.12207515026806,2.0,14.0,52.7300204029355
26.360097581686478,2.0,15.0,54.690741765698824
27.54462673702974,5.0,12.0,63.696630830065075
21.605291225707223,5.0,6.0,45.28725593629072
16.042824813593626,4.0,10.0,40.8594335457031
27.74049817834172,3.0,13.0,53.42512634336599
23.906396960192403,1.0,14.0,47.84910642091119
21.38840821843529,3.0,17.0,62.078745437265695
24.00967321488734,4.0,19.0,
30.261052038950957,4.0,16.0,65.89948084719711
24.530446199889226,1.0,9.0,36.44891473923089
21.037328526036955,3.0,16.0,56.34049993935976
23.485831760196852,5.0,17.0,67.07678244943759
34.265998583491736,4.0,11.0,62.58296852510321
19.344652365255424,2.0,9.0,43.989734598491935
15.13268666523933,4.0,13.0,45.3900677217766
23.563883979529123,4.0,14.0,53.730186016348064
19.59125006148733,5.0,17.0,55.156438027246
,3.0,18.0,53.891887585992166
21.987900709874296,4.0,7.0,42.26884083834377
15.374849983780157,1.0,7.0,31.986551647460267
16.190550594074825,1.0,20.0,49.866078422805174
10.693775481098974,3.0,17.0,50.60993083988717
,5.0,11.0,42.39041168830108
27.345615428513423,3.0,6.0,45.485194430030624
24.711755710240062,3.0,14.0,57.56765026168115
26.752402330018604,5.0,14.0,64.59709679108634
,4.0,11.0,43.73600681001475
30.27369642145368,3.0,14.0,58.89434364446791
,4.0,16.0,60.47909175422669
27.279474345942457,2.0,14.0,51.44022872366205
23.8921250605352,4.0,7.0,44.22192640289538
32.219500205514066,4.0,15.0,68.29251116506957
26.784020592082477,4.0,16.0,63.17755964234739
15.842830737855632,1.0,17.0,42.50033381239791
27.40741942360703,4.0,16.0,
29.0638832809028,3.0,16.0,58.99635539919334
23.11860684912474,1.0,12.0,44.34221188783664
26.444235558825607,1.0,6.0,36.473192564317294
26.819346138846576,5.0,17.0,63.93810204968008
15.184935361639614,,9.0,41.199629180698906
22.88999773835046,3.0,6.0,42.28907779155078
19.18385706149644,4.0,12.0,52.15493647836144
25.65958587416023,3.0,16.0,60.27156074530602
30.061406809495068,1.0,20.0,58.17482481334559
20.60105824557566,4.0,20.0,61.6189618743559
23.79999467482801,2.0,7.0,40.734363942158595
31.805939291965217,4.0,20.0,74.25418609954946
19.475998025433036,1.0,15.0,43.81351107793596
27.160745863879264,5.0,19.0,66.77152970194591
22.095865580685604,3.0,,35.98065477505724
19.770872235510687,1.0,20.0,58.971513298138724
21.562949742714537,2.0,19.0,59.93056305639594
20.816464271332602,1.0,13.0,43.736455099781644
15.309210353450979,2.0,12.0,38.15408848010595
24.15435257724197,2.0,5.0,33.09010038823148
17.242513176293578,4.0,,45.43303396914577
17.190031541739494,3.0,16.0,48.58829429113423
25.109114040392715,3.0,12.0,48.25483137986469
25.374558277669408,2.0,18.0,54.341023379183056
24.66525959876699,2.0,13.0,48.131647883612054
24.18019277813959,3.0,10.0,47.94455441709617
16.359075785828455,4.0,11.0,47.222848619712735
20.243360792297416,2.0,17.0,
22.07066172058831,1.0,10.0,42.54010870893156
24.93423058429051,,12.0,50.86736997218841
20.132813850822195,4.0,19.0,62.28002237830431
24.306242438927136,3.0,10.0,47.434243690529364
11.319550769173063,1.0,13.0,39.74379970793806
23.886375070473022,2.0,8.0,44.742606665736325
18.57960047510204,2.0,5.0,33.65982929716835
23.763380068575515,2.0,7.0,37.87885910225651
23.523465712329894,5.0,12.0,54.19135331424397
27.06659432386281,2.0,15.0,146.01962516923305
21.119243479588228,3.0,7.0,38.00275394800368
27.71832655474795,3.0,17.0,63.48623958271819
23.287841177966737,,17.0,53.91023103720756
20.68004498163879,4.0,12.0,53.73407007888506
26.362574869961207,2.0,6.0,36.99652492484143
24.67674541426744,,15.0,49.07833841853037
25.330361382598895,,11.0,52.018969578598245
24.362914630618466,1.0,14.0,48.79023505636904
18.939041362234843,,10.0,50.16766103237385
15.148440979936968,2.0,6.0,29.98825980356636
20.354901737647868,5.0,19.0,58.059371089770124
17.33713556187354,5.0,18.0,62.70766062727099
16.7535604210643,5.0,16.0,57.81507174153847
21.03901578007181,1.0,17.0,
20.15434228275299,5.0,15.0,63.166184369202405
19.42729091736866,2.0,17.0,52.67326091466493
29.303359778075592,2.0,6.0,42.68251410544919
17.41141292138554,1.0,6.0,27.917147260861167
19.53937352437222,1.0,14.0,
21.059552033903564,4.0,11.0,44.861782258986636
20.64479911248812,5.0,8.0,49.93031844412389
,2.0,16.0,53.12738578214318
24.910611694546464,4.0,20.0,66.02554282652717
20.821302114423688,1.0,14.0,39.86608331220433
20.60257441057957,4.0,11.0,48.56437030885074
23.714736023110348,2.0,5.0,36.5067227334697
23.51561362538102,1.0,6.0,31.672122149060506
24.607871947504908,1.0,7.0,35.01132238866583
16.601177918380664,2.0,8.0,35.03467990181062
21.058203778721943,5.0,14.0,59.3667332372821
22.81968682087835,,,60.547349362199824
25.16125929433894,1.0,8.0,33.639333374471896
26.75248629334132,4.0,7.0,49.74490937992536
19.03548605683065,1.0,18.0,
27.18546884272395,4.0,19.0,68.14088823929634
17.282861030273626,2.0,14.0,43.7129052002699
24.407124432245023,2.0,5.0,41.722271073786
19.326232345151418,,,48.52410050004093
23.73818748195461,5.0,7.0,
20.769306588804046,4.0,10.0,40.160758889308894
18.57707536769632,2.0,20.0,52.3811906957154
18.020442043692793,1.0,15.0,44.72750869325533
19.97288126121836,1.0,20.0,56.84233157469111
25.829858830573116,5.0,16.0,67.02469693359727
24.789253759121166,3.0,13.0,55.80314832344189
19.27247019330848,1.0,11.0,44.00401742567518
17.407544795594173,1.0,20.0,52.1437393218307
26.595664001586826,3.0,8.0,47.23468666344148
20.37411936915754,3.0,8.0,38.99918254875902
26.812325252370062,2.0,17.0,56.18962222312447
7.51390058678656,4.0,8.0,28.51338880206231
25.11284133741392,2.0,11.0,47.35454614999521
21.781742751806803,1.0,11.0,37.678974752444866
21.267724909183034,4.0,8.0,42.28797718534309
14.310828642577098,5.0,20.0,62.74783015790673
26.051093735994485,5.0,14.0,67.30872443326547
22.966647115564644,5.0,18.0,67.40329943726674
26.90724817830441,5.0,19.0,
19.39878175069113,1.0,8.0,37.32850197583794
23.086950222331257,4.0,9.0,53.24857377479116
26.43383286637434,1.0,12.0,43.8403956753223
24.657818849669052,5.0,,49.10953537872415
11.352653699498699,1.0,13.0,32.70236503414743
12.078700592776972,2.0,7.0,28.345635831744808
21.276332553225522,3.0,16.0,52.08868842714819
27.533968275835242,4.0,11.0,53.7416043403304
20.47776625516756,5.0,17.0,58.24554600735846
29.705390735953102,5.0,14.0,63.12505238667607
22.388969773702552,5.0,11.0,53.04680651310986
17.695593892073756,3.0,15.0,50.357225970425134
28.142756299060856,4.0,5.0,37.78979383525712
19.800896165468238,3.0,,48.904602284371805
22.142621569492448,1.0,,42.71244201223877
,4.0,11.0,129.35688847766963
20.79399601719452,1.0,10.0,38.49735211741668
21.387344917748663,5.0,9.0,45.15454878193653
25.31052173555471,1.0,16.0,50.77615978794092
22.058247192660126,5.0,20.0,72.63636505070987
19.961125523717932,5.0,11.0,50.14920688118485
21.087786435527356,3.0,14.0,51.0586928991626
21.63064608056047,5.0,19.0,69.08715737346554
18.632446344804947,3.0,13.0,45.9197001234969
25.12798328591331,4.0,20.0,67.58026092070862
23.149589280811966,2.0,11.0,44.71102133632703
21.430903517931284,5.0,9.0,47.91599230785299
28.634513594591986,5.0,20.0,72.4703792599366
16.996918595305345,2.0,10.0,43.3964140677451
23.09152159360651,5.0,7.0,50.12854888112267
23.444891677828156,1.0,8.0,37.9773918917319
28.896317240556364,5.0,,49.62034067725523
25.317442502096107,3.0,17.0,60.4997262162827
19.286072752432265,4.0,13.0,53.40417074107107
26.34240266550272,5.0,9.0,52.53129637942077
26.154303085439324,5.0,19.0,72.58399627722227
16.87599500572368,5.0,10.0,49.366328896979695
28.0869461142889,,16.0,51.82704886879752
21.820729739272508,2.0,18.0,55.44045764286561
21.53915140932906,4.0,,62.13529644531556
14.21322419656353,2.0,,46.864334085702495
20.386390758089156,1.0,5.0,25.492184856360158
19.140604910586582,1.0,7.0,32.015321306164296
31.63202326006801,3.0,20.0,71.46452125379977
19.067412234704207,3.0,7.0,33.164193802787835
25.2109636194024,3.0,11.0,43.1824343018125
21.477104388694507,4.0,6.0,40.45200665695439
22.572988297986193,4.0,13.0,53.31506992700609
19.993456960953417,1.0,,39.221196493998086
25.464123149503536,1.0,19.0,59.30744426764438
14.32273243960816,2.0,14.0,
19.80171449490722,5.0,13.0,54.1769777850197
13.122701531604836,4.0,10.0,38.725274794621704
,4.0,12.0,56.954799350378885
19.645039668424687,4.0,5.0,37.133948954972276
13.380221720117332,5.0,6.0,35.27455566459713
24.431131429528957,4.0,13.0,54.081097004541355
,5.0,13.0,
17.11460835791411,5.0,15.0,56.31608922491368
20.848738159061316,1.0,16.0,46.57671968367726
14.429070303959062,4.0,11.0,
18.750577352982173,2.0,17.0,48.88693770581099
22.357987899645973,3.0,9.0,44.672095799809334
20.422586106468042,5.0,10.0,53.304659091378156
25.214254089273798,4.0,16.0,60.697113559089594
20.2483793687993,3.0,17.0,56.41670072641656
21.236669987744886,1.0,8.0,30.92753436455847
27.36618954149273,3.0,20.0,72.91406445600929
25.25467664172492,5.0,8.0,
17.620303497392353,5.0,20.0,63.1397280481145
22.473258795170665,4.0,11.0,53.79674723055281
18.811849620228262,4.0,8.0,39.66394954154956
20.93170615782905,4.0,15.0,56.37270235459285
19.659962625854575,3.0,10.0,48.02981059982147
,5.0,17.0,57.31267715521086
14.612346965358524,4.0,5.0,33.47022311620537
20.34271532164137,1.0,10.0,41.4681908787132
22.641234599397478,3.0,20.0,60.53769429252002
21.245494825309382,,13.0,54.01060194828566
14.990967808405657,,6.0,32.827459227826
29.16280847932412,5.0,16.0,67.80151472173424
23.25090159427241,5.0,11.0,53.007651287176806
21.281626175461323,4.0,14.0,56.043732131110666
16.83675788763127,2.0,20.0,53.56555884076853
25.512351887847377,5.0,7.0,
21.59940289709417,4.0,5.0,33.77753473199055
25.771238043428855,3.0,9.0,44.1482217388775
17.231520261755765,4.0,6.0,40.02589887118839
20.628310501675124,2.0,18.0,50.25438157402962
14.487321257848418,3.0,7.0,26.983370097013374
24.756766453956896,1.0,11.0,
17.75240492885361,4.0,20.0,61.43294091280745
13.204065168777786,2.0,17.0,44.85275119400362
16.593952850683692,3.0,18.0,55.48009064236209
17.02124760062636,,20.0,62.0834401076246
20.229220826457567,2.0,15.0,55.12747485750733
21.508105178169732,2.0,9.0,37.812420026693
22.63894350080071,2.0,7.0,38.525504017132775
20.85761895886925,,10.0,38.03211143480116
26.313422974671894,4.0,16.0,65.13365553800088
18.932935204023615,4.0,15.0,55.593352782745676
17.00059345490734,1.0,11.0,34.09601646078118
18.84368370459506,3.0,10.0,38.816167450620426
21.044522520492706,4.0,13.0,52.61893011260395
25.085168121188428,3.0,9.0,47.6702739039503
20.654736631500402,5.0,12.0,47.426221861236996
11.400052148061171,4.0,19.0,55.856698005859386
22.293927456038663,2.0,12.0,47.137416974382305
18.63717723262454,2.0,7.0,34.62296733790458
,5.0,15.0,63.963269188067386
18.462312682568196,4.0,11.0,43.53133521704843
26.06451880427663,,15.0,54.73401503725372
26.110335296933833,3.0,16.0,59.63049530201497
19.93132317163128,1.0,15.0,45.23380073747357
21.47418231218806,2.0,12.0,43.8448377410469
19.0078575324254,4.0,11.0,48.64577748067589
27.938915771204694,3.0,,53.307541214452144
19.549989943930665,2.0,11.0,43.93809185914904
18.35371345975812,4.0,17.0,56.12109849638392
28.107286471052046,1.0,16.0,52.0732007993623
16.32887799977369,4.0,19.0,141.23557018133886
14.942314273384525,2.0,18.0,47.63627299738434
22.877922719447305,2.0,10.0,41.3931273991804
17.892779823834744,5.0,5.0,36.4443378995468
26.873238828690564,2.0,14.0,55.21136573787548
15.5486498003365,5.0,9.0,42.644718833991945
25.03516344362079,1.0,5.0,33.23958537612708
24.855446281356947,4.0,19.0,
21.98736187339516,1.0,16.0,
27.442656967021676,5.0,20.0,68.41485527750952
22.636716260543878,1.0,5.0,30.804391898812156
27.518238200294608,1.0,,38.079204124022425
17.95126838110362,,12.0,48.01489601484329
24.92378683489147,2.0,18.0,57.263084354345565
18.633772464886977,,16.0,57.07315725011617
20.039855880228398,1.0,5.0,29.273895913446346
25.476980478846357,2.0,20.0,60.435431841581014
25.327567747030237,5.0,10.0,59.41183137830095
25.314172668551738,4.0,16.0,61.66663602944842
24.477850314692425,5.0,15.0,65.76703993778176
29.419394109356595,1.0,5.0,33.12605017779825
34.62782281330913,3.0,10.0,54.57385528499693
19.02727915475591,1.0,10.0,37.63218342389995
17.11212348619836,3.0,9.0,46.13595538356452
19.769835016647935,4.0,20.0,60.904283280064554
24.20508290424705,2.0,19.0,56.30502515010301
27.570613255519476,4.0,14.0,
19.35115517026022,3.0,6.0,38.96592990219111
22.2270890653439,3.0,7.0,46.454142291210715
26.755298761950904,2.0,19.0,60.88483462649705
20.86980873818075,3.0,14.0,51.58459558378539
22.89003877407951,3.0,8.0,42.412629023039116
19.380970363544584,4.0,10.0,45.539991200459625
26.227350253738607,1.0,9.0,44.91150662885269
29.000403060041464,1.0,6.0,40.87697956938851
25.245299774256384,1.0,8.0,36.92533948360219
27.289158340351236,2.0,11.0,47.36599446455153
21.64261628340123,4.0,6.0,42.19672972138286
,4.0,11.0,61.7646350596444
22.363914929750777,3.0,8.0,
29.367494650319344,5.0,19.0,71.2417983841463
28.578148565811567,5.0,12.0,62.38109042044683
28.198299011026347,4.0,9.0,46.532039000671006
16.14106449213252,5.0,20.0,60.46904252131445
21.867311326578108,2.0,8.0,36.94091537941603
28.14825233450452,2.0,16.0,144.18718984586803
29.980071505867215,1.0,9.0,43.82708797908456
20.703620475347087,2.0,20.0,59.20921465173587
13.519299085228262,1.0,17.0,43.0917916960604
,1.0,7.0,27.26494792888284
15.734044098739,2.0,5.0,28.09995698578159
23.85010010958672,2.0,8.0,42.9606429358177
21.82390474631596,5.0,13.0,60.93941010772703
31.59690172353333,5.0,11.0,64.91739935530153
25.328320050062388,5.0,6.0,46.72331738772832
,3.0,11.0,45.21363598998412
19.882563899809035,4.0,14.0,52.12129413228789
20.8466641876888,2.0,14.0,53.698477032782385
28.899572844289104,,9.0,40.31047346685841
26.329003970902104,2.0,,63.437629857430224
24.180396373657267,4.0,15.0,66.51572380449852
29.814171172003306,1.0,20.0,63.50509244967966
16.71984452957006,5.0,9.0,156.427529671429
21.522172860321078,1.0,13.0,44.933528830661054
34.48710017593918,4.0,13.0,61.70940629709763
17.77478579327139,2.0,12.0,39.007892718548646
14.982868748880291,1.0,17.0,48.98899495955476
27.089394371382383,3.0,17.0,65.37171093943746
33.84326607786157,5.0,11.0,62.26082975498435
22.628275785234784,1.0,20.0,58.8181876883511
24.470459812464426,1.0,17.0,59.929777514229876
22.774535996564673,2.0,14.0,49.92877820718219
22.699720567160693,5.0,13.0,61.77095812587762
,4.0,9.0,47.34208393268737
,2.0,13.0,
25.062862284025886,4.0,17.0,56.56263239385764
22.09290993027267,5.0,11.0,51.0985699445189
,2.0,6.0,28.745356413959986
20.180385091745432,4.0,14.0,55.16968443080622
32.75265510617882,3.0,9.0,44.231787945552384
24.626749447207796,5.0,19.0,68.87126109509559
21.749296501325894,3.0,7.0,41.42696209004051
21.6126257092208,2.0,8.0,36.17492983502089
23.312177063597783,5.0,5.0,45.569890416433296
22.560167742654674,,14.0,45.45023913251658
18.27555854234847,1.0,14.0,47.5561381282951
19.13283348131524,2.0,13.0,42.91232787740239
32.489677150621816,4.0,17.0,70.20310603271015
22.551916022060084,2.0,19.0,57.68901750100522
,4.0,11.0,48.523429354328826
21.223002559044403,5.0,15.0,60.45410538020446
23.27972422335851,1.0,11.0,40.76454985119536
12.527845352249383,,18.0,45.48541873257385
,3.0,7.0,40.9431931945498
17.54941676039844,4.0,7.0,47.362557890728645
17.998658809537705,3.0,12.0,46.849696511900014
24.67108576036223,3.0,5.0,40.97729687612945
20.629405839231097,1.0,7.0,150.9678128944359
21.74762534243744,1.0,19.0,54.49047919506575
17.588949668432093,2.0,13.0,45.18680459806454
28.571624726652317,2.0,12.0,52.35603458431274
23.152873721927293,1.0,6.0,32.98016867097244
23.155500965830672,1.0,13.0,44.25896599220184
22.57933128326693,5.0,9.0,51.07157030698982
22.32234468595937,5.0,5.0,48.14648893078429
18.19765040731459,1.0,8.0,27.48288098767343
14.920022566911028,1.0,5.0,26.076870187058663
16.944519726282223,5.0,17.0,59.45360493830861
21.14304003037752,2.0,11.0,47.69334248248006
20.33481694585935,1.0,,51.13949834868566
22.21698128522309,2.0,16.0,50.55081695876266
11.203110447902699,2.0,13.0,39.553557629588106
13.003646715825262,2.0,9.0,29.867341332527694
24.48199924624554,5.0,17.0,69.01436660816843
15.83050822669603,2.0,19.0,45.716334737346415
28.47442591014625,1.0,14.0,49.96620969832752
,4.0,20.0,59.576023279667844
26.52973810921223,2.0,6.0,46.62633755020888
30.758561343966498,2.0,16.0,56.87285568576875
28.219500575683078,4.0,18.0,67.86891197974528
,4.0,5.0,43.40081392909126
24.76664910364415,,8.0,40.77315743248439
25.710955886810915,3.0,20.0,63.23645009307226
26.26486385563784,3.0,7.0,42.97548429394793
17.04085993271191,3.0,7.0,35.49008323861976
30.5794761036857,1.0,10.0,42.73483062200513
25.621523411547436,2.0,11.0,46.54492078533306
,1.0,12.0,43.6327693616454
27.52839634360538,5.0,20.0,67.05310245077307
23.20623862394112,3.0,12.0,50.37152138878323
22.050746506695535,5.0,15.0,63.00695893861028
13.68841247822858,2.0,20.0,48.304237190509596
20.799339434800505,1.0,9.0,30.86799668207511
21.881657821145616,5.0,8.0,49.645804766531775
34.515389374523636,4.0,15.0,
17.558527481851193,1.0,17.0,44.4569636750388
24.530308744861326,,11.0,38.11711683422148
18.124945201109043,1.0,8.0,35.30201393378174
25.828787426079074,3.0,11.0,52.97588267779605
16.984194513176632,3.0,6.0,32.826295513792694
